start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,La información que compartas en este instrumento es anónima y sólo será usada para fines investigativos.,Nombre del Centro de Desarrollo Infantil.,"Narra una historia relacionada con una situación significativa para ti (positiva, negativa, interesante o mixta), que hayas vivido o que estés viviendo como agente educativo en el Centro de Desarrollo Infantil",Ponle un hashtag (#) o un título a tu historia:,La historia que contaste te genera,¿Con qué frecuencia sucede la situación que narraste en la historia? ,"En general, mi experiencia se relaciona con...","En general, mi experiencia se relaciona con.../La apropiación y uso de herramientas tecnológicas.","En general, mi experiencia se relaciona con.../Las formas como están organizadas las rutinas diarias.","En general, mi experiencia se relaciona con.../La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil.","En general, mi experiencia se relaciona con.../Los momentos de alimentación de las niñas y los niños.","En general, mi experiencia se relaciona con.../El desempeño de los docentes y sus prácticas.","En general, mi experiencia se relaciona con.../La disposición intencionada de los espacios y ambientes.","En general, mi experiencia se relaciona con.../La calidad de las interacciones entre los actores.","En general, mi experiencia se relaciona con.../El acompañamiento a las transiciones de las niñas y los niños.","En general, mi experiencia se relaciona con.../La documentación de las experiencias realizadas en el Centro de Desarrollo Infantil.","En general, mi experiencia se relaciona con.../El trabajo colaborativo entre las y los Agentes Educativos.","En general, mi experiencia se relaciona con.../Otro",¿Cuál es el actor principal de tu historia?,"Si en la anterior pregunta tu respuesta fue ""Otro"", escribe cuál","Mientras escribías la historia, sentiste que","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades manuales: tejer, sembrar, cocinar.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Ninguna de las anteriores","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución ","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Trabajo Colaborativo.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Sostenibilidad.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Pensamiento Crítico.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Resolución de problemas.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Manejo de herramientas tecnológicas.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Manejo de la Información y Comunicación.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Creatividad e Innovación.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Vida y Carrera.","De acuerdo con la historia que contaste, cuál fue tu rol como agente educativo/a.",_id,_uuid,_submission_time,_validation_status,_index
2020-11-04T08:47:03.698-05:00,2020-11-04T09:08:14.321-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI la luz dos adr,Buenos días tuve muchas experiencias con los niños y niñas en el preescolar para mí a sido muy nutritivo en mi queacrer pedagógico donde la familia a sido uno de los motivadores en las exploraciones en este tiempo la transición en este tiempo a sido una aparición de nuevas técnicas que an apoyado de profesor a familias poniéndolas en práctica durante este tiempo donde se a dado un resultado positivo que a demostrado lograr más afectividad y acercamiento de familias e i hijos y de hijos a padres,Mi gran experiencia en estos tiempos,Motivación,De vez en cuando,Las formas como están organizadas las rutinas diarias. El desempeño de los docentes y sus prácticas. El acompañamiento a las transiciones de las niñas y los niños.,0,1,0,0,1,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Creatividad e Innovación. Vida y Carrera.,1,0,0,0,0,0,1,1,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134953280,ed410802-e9dd-4a37-a861-9069dcd967df,2020-11-04T14:08:28,,32
2020-11-04T08:46:08.487-05:00,2020-11-04T09:08:42.527-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI LA PLAYA ADR,"A mediados del 2019, una experiencia significativa para como maestra, fue el acompañamiento sobre un niño que a principio de año su forma de expresarse era muy bajo a diferencia de los otros compañeros. Su lenguaje, articulación y conformación de frases y palabras no era el acorde a su edad. Comencé a fortalecer esa parte, fue arduo, constante, diario. Quienes mas ayudaban a su cambio era la interacción con sus compañeros, actividades de lectura de cuentos, música, pronunciar palabras y aunque en el momento no observaba  los resultados.A finales de este año el niño mejoro mucho su parte comunicativa y articulación de palabras. Quiero resaltar la constancia, la autorregulacion  que tuvo el niño  con sus compañeros y al momento de recibir las instrucciones de ahí en mas el niño mejoro demás procesos, aprender vocales números etc...",#elprogresoquenoseve,Alegría,De vez en cuando,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Manejo de la Información y Comunicación.,0,0,0,0,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,134953536,604064e2-3690-40df-9efd-1e5df93d4625,2020-11-04T14:08:53,,33
2020-11-04T08:57:19.162-05:00,2020-11-04T09:10:03.211-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI AMIRA DE LA ROSA ADR,"Era una vez un niño muy hermoso que le gustaba saltar correr todos el tiempo, era un niño muy inquietó, no se concentraba en ninguna actividad de la que existían en el cdi, la maestra hacía cantidades de cosas para realizar actividades para que el niño le interesará las clases, pero no encontraba ninguna actividad que le llamara la atención y de concentrará. Hasta que un dia la maestra encontró una actividad muy significativa para el y pudo adaptarse al ritmo de aprendizaje del niño.",#miadaptación.,Motivación,Única vez,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Manejo de herramientas tecnológicas.,0,0,0,0,1,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134954333,84fab096-b7b6-44e9-bdd8-ed7ddea910b1,2020-11-04T14:10:16,,34
2020-11-04T08:53:55.873-05:00,2020-11-04T09:12:32.873-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,Amira  rosa,La situacion vividad  fue cuando llegue al cdi y me e ncontre  con una familia muy humilde y fui asu casa y los ayude en compañia de otras persona,Protejer nuestros niños,Tristeza,Única vez,El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el Centro de Desarrollo Infantil.,0,0,0,0,0,0,0,1,1,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134956138,d70d1122-47dc-4274-a75e-8ab6f36c3f20,2020-11-04T14:12:47,,35
2020-11-04T09:12:34.377-05:00,2020-11-04T09:16:46.537-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,cdi la luz 2,para mi trabajar con niños ha sido lo mejor he dado todo el amor que necesitan ya que con la poblacion que trabajo es de vulnerabilidad,mis gran amores,Motivación,Todo el tiempo,Las formas como están organizadas las rutinas diarias.,0,1,0,0,0,0,0,0,0,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Pensamiento Crítico. Creatividad e Innovación.,0,0,1,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134958004,91172aa3-e1f1-4d80-b857-aa7c1eb5703b,2020-11-04T14:16:57,,36
2020-11-04T08:57:06.603-05:00,2020-11-04T09:18:09.076-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI CARRIZAL,"Mi historia sucede 6 años atras con un niño que al principio llegaba sucio, era desplicado, en momentos se tornaba agresivo muchas veces los pares lo rechazaba, comence a indagar sobre el y su familia y me entere que en casa el niño era maltratado y que el niño le hacia falta cariño y atencion, comence a trabajar con el, dialogaba constantemente, la psicologa nos ayudo y poco a poco se vio el cambio que el niño tuvo",#amorydedicacion,Motivación,De vez en cuando,La calidad de las interacciones entre los actores.,0,0,0,0,0,0,1,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,0,0,1,0,Resolución de problemas. Creatividad e Innovación.,0,0,0,1,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134958532,060c88e0-3144-4bc7-bbef-ee2c13898b1d,2020-11-04T14:18:21,,37
2020-11-04T09:01:17.140-05:00,2020-11-04T09:20:05.782-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI la playa ADR,Las familias en los procesos desde tránsito armonioso,Transito armonioso 2020,Motivación,Todo el tiempo,La documentación de las experiencias realizadas en el Centro de Desarrollo Infantil.,0,0,0,0,0,0,0,0,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación.,1,0,0,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134959166,c0c642bd-5579-46c3-827e-3be66356a66c,2020-11-04T14:20:18,,38
2020-11-04T09:03:29.085-06:00,2020-11-04T09:21:13.778-06:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI La playa ADR,"Cuando comenzamos con esta pandemia el niño no le gustaba hacer ninguna actividad ni tomar evidencias y ahora  la madre me comenta que estoy todo el dia con el niño, ya que la madre le dice la seño ando a hacer las actividades y el ya no molesta ni para comer , ya que hasta la seño le manda las comidas y el no molesta para nada , es muy bonito vivir esas experiencias .",EMMANUEL FELIZ CON SU MAESTRA,Alegría,Todo el tiempo,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil.,0,0,1,0,0,0,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134959863,0cfe64ff-cd18-4e6a-9761-2478fc4221ff,2020-11-04T14:21:47,,39
2020-11-04T09:05:31.932-05:00,2020-11-04T09:09:28.273-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,Cdi la playa,Realizar una narración del renacuajo paseador donde vi el entusiasmo de ellos al ver mis videos fua mi motivación para seguir fortalecimiento la lectura,#animación a lectura,Motivación,De vez en cuando,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134960378,6bc050e0-2c2e-40b7-9b97-965ff98b6871,2020-11-04T14:23:16,,40
2020-11-04T08:49:54.684-05:00,2020-11-04T09:23:35.175-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI AMIRA DE LA ROSA ADR,"Cuando yo comencé fue como auxiliar, luego el cdi me dio la de ser maestra titular, me llamo la atencion un niño que no caminaba teniendo la edad para hacerlo, se comenzo a tratar con la psicologa con ejercicios y se ayudo a la mamá porque ella no aceptaba que su niño tenia un problema, para non alargar la historia al final de año como en noviembre estabamos en el ambiente el niño de repente se levanto y salio caminando fue muy emocionante hasta llore lo grave con mi celular",# Mi amor chiquito,Alegría,De vez en cuando,El trabajo colaborativo entre las y los Agentes Educativos.,0,0,0,0,0,0,0,0,0,1,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Trabajo Colaborativo. Sostenibilidad. Manejo de la Información y Comunicación.,1,1,0,0,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134960548,241d0334-f9bf-439b-8f9f-5bf3d3723e09,2020-11-04T14:23:45,,41
2020-11-04T08:58:37.506-05:00,2020-11-04T09:25:30.450-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI LUZ 2 ADR,"El año pasado cuando ingresé a trabajar en el CDI LUZ 2 ADR me tocó un ambiente algo pesado donde me tocó enseñarle modales, entre otras cosas, le enseñé a realizar experimentos, números vocales, llevándolo un tránsito armonioso como pasando desde el juego a saber comportarnos a realizar las experiencias y a explorar.",Todo de un extremo a otro,Orgullo,Todo el tiempo,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil. El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el Centro de Desarrollo Infantil.,0,0,1,0,0,0,0,1,1,0,0,Otro,"Niños, niñas, familia y CDI",Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,1,1,0,Trabajo Colaborativo. Pensamiento Crítico. Creatividad e Innovación.,1,0,1,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134961114,38754ebe-416c-42bd-a2ba-9e9c5add8afc,2020-11-04T14:25:43,,42
2020-11-04T09:22:44.275-05:00,2020-11-04T09:28:20.253-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,Cdi la playa,"Bueno en mi primer año como maestra llegué a un grupo que tenía inconvenientes con la disciplina no acataba órdenes, tenían mal comportamiento y de verdad me cuestionaba como maestra como será que lo estoy haciendo mal, pero no me di por vencida y busque estrategias pedagógicas y ver su cambió fue muy gratificante para mi y me dio mas motivación para seguir continuando como maestra, a pesar de los obstáculos que encontremos dentro de ambiente pedagógico",#no darse porvencida,Motivación,Única vez,El trabajo colaborativo entre las y los Agentes Educativos.,0,0,0,0,0,0,0,0,0,1,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134962021,521e8938-fe3a-4e3c-b7e8-229293204238,2020-11-04T14:28:32,,43
2020-11-04T09:27:19.473-05:00,2020-11-04T09:35:49.406-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI AMIRA DE LA ROSA,"Acompaño las transiciones de los niños y las niñas hablando del Colegio grande, les cuento todo lo que van a descubirir, que van a tener otros espacios,",Cuenta cuentos,Motivación,Única vez,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Manejo de la Información y Comunicación.,0,0,0,0,0,1,0,0,Potenciar el desarrollo de los niños y las niñas.,134964286,9a800907-3837-453f-abc2-6eb9948d2097,2020-11-04T14:36:00,,44
2020-11-04T09:35:33.293-05:00,2020-11-04T09:44:23.769-05:00,2020-11-03,Sí,2020-11-04,Antioquia,,CDI AMIRA DE LA ROSA ADR,El año pasado fue muy gratificante para mi porque pude lograr que un niño bastante dificil  lograra adquirir conocimientos significativos los cuales que vieron reflejados al momento de presentar su examen de admision enun colegio publico y obtener excelentes resultados. Tanto el como su mamá estaban felices.,Todos podemos,Alegría,Todo el tiempo,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,134966871,8ecaae2f-4253-4360-9fe8-fe5196bc6aee,2020-11-04T14:44:26,,45
2020-11-04T09:33:44.574-05:00,2020-11-04T09:46:07.427-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI Fundación Daseín,"Les voy a contar una experiencia que viví con un niño con síndrome de Downs el niño llegó al cdi que no le gustaba tener zapatos puestos y desde que llegaba hasta que se iba, comía directamente con la boca, se sacaba la comida y se echaba a los compañeros, los lápices y las crayadolas rayaba todas paredes, no fue fácil el proceso, con mucho paciencia y amor fui cambiando todos esos malos hábitos con ayuda de la mamá, porque se formó a la madre para trabajara en casa, leí mucho sobre el comportamiento de los niños con downs y trabaje con la música folclórica de mi Barranquilla y los resultados fueron muy gratificantes.",Con amor todo es posible,Motivación,Única vez,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,1,1,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,134967424,d1b4101c-5609-465c-af8f-3d34b5a4b52b,2020-11-04T14:46:09,,46
2020-11-04T09:34:34.420-05:00,2020-11-04T09:47:55.485-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI luz 2 ADR,"Como psicosocial del CDI mi labor va encaminada a abordar con las familias las temáticas necesarias para el desarrollo de los niños, el año pasado vivímos una experiencia muy significativa, donde en compañía de las familias nos dirigimos a las instituciones educativas dónde los niños iban a transitar, donde iban a estar este año, allí conocieron las instalaciones del colegio, los maestros que durante éste año estarían en transición fueron los encargados de recibirnos y presenciamos una clase con los niños que ese momento estaban en el grado de transición, fue una experiencia muy enrriquecedora, los niños y sus familias comprendieron el significado de transitar..fue un día excelente",# laalegriadetransitar...,Alegría,Única vez,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil. El acompañamiento a las transiciones de las niñas y los niños.,0,0,1,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación. Creatividad e Innovación.,1,0,0,1,0,1,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134967882,88849cb8-a624-4cde-95e6-fd32abdf97e1,2020-11-04T14:48:07,,47
2020-11-04T09:42:11.302-05:00,2020-11-04T09:49:48.510-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI LUZ DOS ADR,Mi  experiencia en esta trayectoria me  ha sidi significativa con l9s niños. Pués hace tres años tuve un niño con una limitación especial autista leve moderado . El cual hacia parte de otro ambiente . No siendo el mio. Cada vez que entraba no se sentía a gusto todo lo que encontraba a su alrededor lo tiraba al suelo . Pues viendo la situación del niño me lo traje a mi ambiente ví la nec3sidad del niño. Otro cambio tuvo aceptado con l9s demás niños yo no lo obligaba a entrar a las experiencias lo dejaba por si solo q el entrara. D3sdeentonces el niño tuvo un cambio positivo. Alegría con los demas niños.....,LA HISTORIA DE ALESS,Motivación,Única vez,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134968303,c162b340-3efd-41a5-941d-f5477cb463ce,2020-11-04T14:49:50,,48
2020-11-05T14:09:32.986-05:00,2020-11-05T15:58:37.143-05:00,2020-11-04,Sí,2020-11-05,Atlántico,,Fundangelitos,La colaboración con los padres de familia en las experiencias significativas ha sido muy positiva.,#experiencias,Alegría,Todo el tiempo,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil. El acompañamiento a las transiciones de las niñas y los niños.,0,0,1,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",1,1,0,0,0,0,Trabajo Colaborativo. Creatividad e Innovación.,1,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,135314501,a5513666-b3da-4a8e-8f3b-0dea98d57534,2020-11-05T20:58:49,,50
2020-11-05T15:55:17.596-05:00,2020-11-05T16:02:02.360-05:00,2020-11-04,Sí,2020-11-05,Atlántico,,CDI Carrizal Institucional,En el centro de desarrollo infantil una de las experiencias más significativas que he vivido fue conocer cada una de las familias vinculadas y el esmero que han colocado en las actividades enviadas semanalmente para contribuir al desarrollo del niño,#LOSPADRESTAMBIENPUEDEN,Motivación,Todo el tiempo,Otro,0,0,0,0,0,0,0,0,0,0,1,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,135314770,4271269a-33cd-4399-a964-10e20759270f,2020-11-05T21:02:15,,51
2020-11-05T15:54:55.470-05:00,2020-11-05T16:00:43.022-05:00,2020-11-04,Sí,2020-11-05,Atlántico,,CDI San Luis Institucional,"Los niños a pesar de la pandemia se han motivado en casa a trabajar las experiencias pedagogicas por medio del juego,  la exploracion y la literatura",#LosNiñosEnPandemia,Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil.,0,0,1,0,0,0,0,0,0,0,0,Niños/niñas,,Me dio curiosidad e inventé la historia,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,135314666,77161f8d-1cff-4fd3-9e7d-4386d1aed062,2020-11-05T21:00:53,,52
2020-11-05T10:39:39.411-05:00,2020-11-05T10:45:17.272-05:00,2020-11-04,Sí,2020-11-05,Atlántico,,Carrizal institucional,Las asambleas grupales con música infantil o alabanzas suaves son un espacio propicio para que los niños o niñas se calmen e interactúen de manera más activa con los demás compañeritos,#asambleasgrupales,Motivación,De vez en cuando,La apropiación y uso de herramientas tecnológicas. La disposición intencionada de los espacios y ambientes. El trabajo colaborativo entre las y los Agentes Educativos.,1,0,0,0,0,1,0,0,0,1,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,0,1,0,0,0,Trabajo Colaborativo. Manejo de herramientas tecnológicas. Creatividad e Innovación.,1,0,0,0,1,0,1,0,Potenciar el desarrollo de los niños y las niñas.,135254581,08891b57-2be4-44dc-9d07-0dfd9d971e63,2020-11-05T15:45:28,,53
2020-11-05T10:46:16.800-05:00,2020-11-05T10:55:05.875-05:00,2020-11-04,Sí,2020-11-05,Atlántico,,Santuario 2,En mi grupo cuento con unniño con paralisis cerebral espatica lo cual le dificulta en algunos caso la movilidad he realizado varias actividades para  seguir desarrollando el equilibrio y cordinacion en  una oportunidad con ayuda de la mamita el niño intento caminar por una linea recta al principio necesito mucho apoyo luego se animo y lo realizaba solo,#discapacidad.cordinacion motriz,Motivación,De vez en cuando,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil. El trabajo colaborativo entre las y los Agentes Educativos.,0,0,1,0,0,0,0,0,0,1,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Manejo de herramientas tecnológicas.,0,0,0,0,1,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,135257356,a9b809ea-e307-4c6c-9fcd-0dcf7755fb36,2020-11-05T15:55:22,,54
2020-11-05T10:52:23.669-05:00,2020-11-05T10:56:47.940-05:00,2020-11-04,Sí,2020-11-05,Atlántico,,CDI CARRIZAL,"Tuve una experiencia en mis prácticas con los niños, y me pude dar cuenta, cuanta imaginación pueden tener cada uno de ellos, y más una en especial una niña que cuando llegue se apago mucho a mi, siempre tenía que estar cerca de mi, tenía yo que darle la comida, dormir la jugar con ella, ya que si yo no estaba colocaba a llorar, y dije es tan bonito como pueden apegarse los niños fácilmente a uno, y fue una de las experiencias más bonitas que tuve",#MiExperiencia,Motivación,Todo el tiempo,El acompañamiento a las transiciones de las niñas y los niños. La documentación de las experiencias realizadas en el Centro de Desarrollo Infantil.,0,0,0,0,0,0,0,1,1,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,135257933,7346be80-c76c-40e0-94b6-bee3224482a6,2020-11-05T15:57:00,,55
